# GPS Velocities in China. reference frame: ITRF2014        Version: 1.0
# ----------------------------------------------------------------------
# Velocities are extracted from the crustal deformation data of CMONOC:
#
#     Zhao B, et al., Crustal deformation on the Chinese mainland during
#     1998-2004 based on GPS data, Geodesy and Geodynamics (2015)
#     http://dx.doi.org/10.1016/j.geog.2014.12.006
#
# The original horizontal velocities are respect to the Eurasia plate,
# calculte the absolute values by:
#
#     V = ΔV + ω × X
#
# Where V is the absolute velocities vector of one GPS station, ΔV is
# velocities vector respected to Eurasia plate, ω is the Euler vector of
# Eurasia plate in ITRF2008, X is the coordinate vector of the station.
# ----------------------------------------------------------------------
# However, the reference frame of the calculted absolute velocities V is
# ITRF2008, transform them to ITRF2014 by:
#
#              .   .     .
#     V' = V + T + D·X + R·X
#
#       .  .  .
# Where T, D, R are transform parameters from ITRF2008 to ITRF2014, see:
#
#     http://itrf.ensg.ign.fr/doc_ITRF/Transfo-ITRF2014_ITRFs.txt
#
# ----------------------------------------------------------------------
# Units for the records:
#
#     Lat: Latitude in angle degree
#     Lon: Longitude in angle degree
#     Vx: Velocity(mm/yr) in X component
#     Vy: Velocity(mm/yr) in Y component
#     Vz: Velocity(mm/yr) in Z component
#
# ----------------------------------------------------------------------
# Lat     Lon      Vx      Vy      Vz
  26.4    99.9   -31.97    1.99  -15.36
  26.5    98.9   -29.68    1.49  -12.48
  26.1   100.0   -32.50    2.42  -16.72
  25.9    99.4   -26.04    3.83  -16.88
  26.0    98.8   -29.80    0.67  -11.05
  25.7    99.9   -29.78    1.34  -13.73
  25.7    99.1   -27.36    2.81  -15.10
  25.1    99.1   -26.08    1.70  -12.74
  24.6    99.9   -28.79    0.81  -12.91
  24.8    99.6   -29.01    1.19  -13.37
  24.8    98.3   -26.29    0.32   -9.25
  24.2    99.6   -26.76    0.52  -11.44
  24.0    99.2   -25.78    0.13   -9.91
  23.8    98.8   -25.53   -0.21   -8.76
  24.3    98.3   -24.05   -0.19   -7.63
  23.5    99.8   -27.69    0.20  -11.67
  23.5    99.4   -27.15   -0.31   -9.87
  23.1    99.3   -27.42   -1.54   -7.21
  22.7    99.8   -28.19   -0.47  -10.76
  22.3    99.6   -28.13   -1.08   -9.24
  34.7   104.2   -36.05   -6.70   -3.63
  34.3   104.6   -36.60   -5.88   -5.42
  34.2   103.9   -38.06   -6.30   -4.69
  34.0   104.9   -35.45   -5.47   -5.92
  33.5   105.1   -34.90   -5.11   -6.53
  25.2    97.9   -20.48    1.33   -9.13
  25.5    98.2   -22.79    1.28   -9.82
  31.2    98.8   -49.25   -3.97   -6.22
  24.9    98.8   -25.00    1.47  -11.73
  25.2    98.9   -25.47    2.08  -13.08
  27.3    98.9   -35.20    1.24  -13.24
  23.5    98.9   -25.45    0.10   -9.66
  29.7    99.0   -42.13   -0.69  -10.65
  24.3    99.0   -25.10    0.74  -10.67
  28.2    99.3   -41.74    0.61  -14.00
  27.8    99.4   -37.42    1.52  -14.74
  23.7    99.6   -26.20    0.39  -11.20
  31.0    99.6   -47.13   -2.50   -9.25
  26.0    99.8   -30.01    2.03  -14.91
  26.8    99.9   -32.27    2.73  -16.64
  26.8   100.0   -32.84    2.54  -16.56
  21.7   100.0   -29.65   -1.43   -9.81
  27.5   100.0   -36.32    2.00  -16.22
  26.3   100.2   -33.55    0.99  -14.32
  30.5   100.3   -44.46   -0.70  -12.60
  28.6   100.3   -39.16    1.45  -15.76
  22.7   100.3   -30.85   -0.57  -12.25
  27.0   100.5   -35.09    1.57  -15.91
  26.4   100.7   -32.94    1.42  -15.47
  24.6   100.7   -29.33    0.05  -12.37
  25.4   100.8   -29.38    1.03  -14.07
  28.1   100.9   -38.71    1.73  -17.19
  29.8   101.1   -38.45    1.92  -16.49
  22.8   101.0   -29.40   -0.66  -12.20
  26.1   100.9   -33.25    0.53  -14.23
  23.4   100.9   -29.07   -0.00  -13.08
  27.6   101.0   -37.34    2.01  -17.72
  30.6   101.1   -45.09   -1.81  -11.95
  22.7   101.4   -30.56   -1.38  -11.59
  30.6   101.4   -45.23   -1.80  -12.41
  27.0   101.4   -37.33    0.53  -15.82
  29.3   101.5   -39.31    0.81  -15.67
  27.7   101.5   -39.30    0.10  -15.42
  22.4   101.6   -31.93   -2.18  -10.80
  25.3   101.6   -33.40    0.14  -14.85
  24.4   101.7   -28.94    0.58  -14.56
  24.4   102.2   -29.82    0.12  -14.52
  23.0   101.7   -29.60   -0.77  -12.75
  25.0   101.9   -29.41    1.15  -15.77
  28.2   101.9   -38.34    0.19  -15.40
  28.6   102.0   -39.41   -0.55  -14.35
  27.8   102.2   -38.18   -0.55  -14.59
  25.0   102.1   -32.66    0.75  -16.60
  30.1   102.2   -35.64   -3.12   -8.02
  25.6   102.2   -33.74   -0.20  -14.82
  29.4   102.2   -38.29   -2.53  -10.26
  23.9   102.2   -29.47   -0.21  -13.96
  28.7   102.2   -38.64   -1.56  -12.43
  29.1   102.3   -36.63   -1.81  -11.13
  27.9   102.4   -36.97   -1.73  -12.11
  29.9   102.4   -37.60   -3.80   -7.86
  27.6   102.4   -37.59   -1.49  -12.96
  23.4   102.5   -32.45   -2.64  -10.66
  24.9   102.5   -32.03   -0.36  -14.53
  30.1   102.6   -34.43   -2.97   -8.24
  27.9   102.6   -36.67   -1.99  -11.75
  24.7   102.6   -31.43   -0.16  -14.92
  28.6   102.6   -36.95   -2.98   -9.76
  27.9   102.7   -37.75   -2.63  -11.14
  30.0   102.8   -34.43   -3.52   -7.54
  28.5   102.7   -36.97   -2.94   -9.98
  25.0   102.8   -32.92   -0.81  -14.30
  24.5   102.8   -32.08   -1.21  -13.37
  23.9   102.8   -31.42   -2.53  -10.51
  23.6   102.9   -29.74   -1.95  -11.22
  30.5   102.9   -35.41   -3.59   -7.75
  24.2   103.0   -34.88   -3.66   -9.89
  28.1   103.0   -36.01   -3.43   -9.22
  26.6   103.0   -35.15   -2.56  -11.14
  25.4   103.0   -34.83   -2.31  -12.10
  24.9   103.0   -33.13   -2.32  -11.54
  24.9   103.1   -30.76   -2.61   -9.89
  30.1   103.2   -35.24   -4.93   -5.89
  25.1   103.3   -35.86   -4.51   -8.59
  24.9   103.3   -34.15   -3.92   -9.07
  28.1   103.4   -33.36   -3.79   -7.88
  29.9   103.4   -34.65   -4.14   -7.24
  26.9   103.4   -34.43   -3.73   -8.90
  24.6   103.4   -34.76   -4.33   -8.76
  25.9   103.4   -33.31   -3.99   -8.25
  24.9   103.5   -34.49   -4.30   -8.69
  29.4   103.8   -33.90   -4.86   -6.27
  28.2   104.0   -34.25   -5.06   -6.60
  30.4   104.1   -33.02   -4.43   -6.66
  31.9   100.7   -45.95   -5.54   -5.22
  30.7   103.6   -33.47   -4.39   -6.34
  29.0   103.9   -32.98   -4.30   -7.06
  24.7   101.6   -30.92    0.33  -14.59
  24.1   102.8   -33.97   -2.99  -10.68
  23.7   102.5   -33.85   -1.16  -14.50
  23.3   101.4   -29.85   -0.17  -13.69
  23.1   103.1   -33.53   -4.46   -8.01
  22.5   104.0   -32.63   -4.75   -8.33
  22.6   101.9   -32.28   -2.10  -11.46
  22.5   101.1   -29.65   -1.01  -11.78
  22.0   100.4   -29.57   -1.14  -10.84
  21.6   100.7   -29.67   -0.92  -12.04
  31.7    99.7   -48.30   -4.18   -6.77
  30.3    99.5   -44.80   -0.67  -11.81
  25.5    99.5   -28.90    2.37  -15.24
  24.6    98.7   -25.05    0.40   -9.49
  24.0    97.9   -17.81   -1.80   -1.87
  30.3   104.6   -34.79   -5.65   -5.94
  43.2    94.7   -32.46   -2.11   -0.78
  43.6    93.0   -32.27   -2.25    0.41
  43.5    91.5   -32.78   -1.75    0.76
  43.8    90.3   -33.30   -1.68    1.40
  42.9    90.3   -33.40   -5.26    5.30
  48.1    86.4   -29.24    1.43    0.21
  47.7    86.9   -30.36    0.60    0.79
  47.2    89.8   -28.74   -1.35    1.18
  47.0    89.5   -28.57   -1.16    1.15
  47.1    87.5   -29.70   -0.26    1.29
  47.1    86.6   -30.42    0.32    1.22
  47.4    85.9   -29.83    0.68    1.18
  46.7    90.3   -29.25   -1.00    0.63
  46.8    85.7   -30.28    1.41    0.65
  46.1    90.2   -30.91   -1.67    1.34
  44.9    89.0   -29.29   -0.23    0.57
  44.0    89.6   -33.13   -1.07    1.17
  44.2    87.9   -30.74   -1.83    2.87
  44.3    86.2   -31.87   -0.88    2.89
  43.4    88.3   -31.64   -1.48    2.38
  43.3    87.2   -31.47   -2.41    4.01
  42.8    88.6   -30.14   -4.18    5.13
  42.4    86.4   -32.57   -2.34    4.61
  41.9    85.5   -31.97   -2.04    4.88
  40.8    87.2   -32.79   -3.21    5.38
  40.3    88.3   -32.38   -3.42    4.96
  39.0    88.2   -33.97   -3.83    5.84
  38.5    87.0   -30.23   -3.24    5.85
  46.8    82.9   -28.98    3.74   -0.28
  45.9    83.6   -30.35    2.41    0.79
  45.0    81.0   -29.86    1.88    2.64
  44.9    82.1   -30.46    0.96    3.08
  44.6    82.9   -29.87    0.12    3.45
  44.5    83.9   -30.55    1.24    1.88
  44.4    84.9   -32.61    0.81    1.96
  43.7    84.3   -31.85   -0.23    3.37
  43.9    81.4   -31.00    0.65    3.97
  44.1    80.9   -30.54    1.43    3.35
  43.5    82.2   -32.16    0.20    4.21
  43.3    84.5   -31.89   -1.20    4.33
  43.1    81.1   -30.41    0.33    4.50
  43.0    84.2   -33.02   -1.45    4.94
  42.1    83.1   -33.49   -0.44    4.76
  41.8    81.8   -34.15    1.06    4.08
  41.8    84.2   -31.64   -3.00    6.72
  41.7    83.0   -32.71   -2.11    6.64
  41.2    82.8   -32.74   -4.26    9.32
  40.6    80.4   -31.18   -4.28   10.80
  40.2    84.3   -30.91   -2.68    6.60
  37.6    83.8   -28.90   -4.12    9.16
  37.0    82.7   -29.29   -4.44   10.57
  36.8    81.7   -27.96   -4.09   10.59
  36.7    83.0   -29.03   -4.34   10.30
  36.5    81.5   -27.98   -4.59   11.51
  40.9    78.5   -32.29   -3.50   11.20
  40.5    79.0   -32.42   -3.66   11.25
  40.2    76.9   -31.75   -2.23   10.88
  39.7    78.0   -31.05   -4.91   13.36
  39.8    76.5   -32.17   -3.01   12.32
  39.7    75.3   -30.02   -1.40   10.61
  39.5    76.7   -32.38   -4.03   13.59
  39.2    75.9   -34.43   -4.26   15.15
  38.9    77.6   -30.19   -5.45   14.42
  38.9    76.2   -32.77   -5.25   15.81
  38.2    77.3   -30.00   -6.02   15.63
  37.6    78.2   -29.38   -5.68   14.81
  37.1    80.0   -26.71   -5.60   13.21
  36.9    75.4   -29.16   -6.24   17.61
  39.8    74.3   -30.12   -1.88   11.75
  38.7    75.0   -27.03   -6.82   16.75
  48.7    86.8   -27.64    1.85   -0.42
  48.6    87.5   -28.32    0.19    0.77
  48.2    85.6   -28.15    2.25   -0.23
  48.3    86.6   -29.18    1.61   -0.05
  48.1    87.2   -29.51    1.12    0.13
  47.8    88.2   -28.71   -0.16    0.80
  47.7    87.5   -29.24    0.10    0.91
  47.7    87.8   -29.30    0.22    0.66
  47.6    88.7   -29.48   -0.30    0.73
  47.3    89.6   -28.52   -0.90    0.85
  47.4    87.9   -28.16   -0.59    1.33
  47.1    88.8   -28.91   -1.07    1.40
  46.9    84.3   -29.69    2.51    0.26
  46.6    83.6   -29.23    2.53    0.54
  46.5    85.0   -31.06    1.42    1.07
  46.5    86.1   -30.28    0.32    1.49
  46.4    89.7   -30.20   -1.27    1.20
  46.5    87.9   -29.60   -0.59    1.42
  46.3    90.4   -31.81   -1.09    0.67
  46.3    86.4   -30.68   -0.11    1.78
  46.2    90.8   -31.40   -1.35    0.71
  46.1    89.5   -29.63   -1.61    1.64
  45.4    86.3   -30.63    0.09    1.70
  45.9    90.1   -29.62   -1.83    1.56
  45.7    87.8   -31.34   -0.28    1.28
  45.5    83.8   -29.89    1.81    1.24
  45.6    90.2   -29.87   -1.95    1.64
  45.4    89.4   -30.50   -1.58    1.71
  44.5    90.5   -32.15   -1.80    1.37
  45.2    81.6   -29.74    1.99    2.19
  45.2    82.6   -30.15    1.67    2.05
  45.1    85.2   -32.34    1.45    1.09
  45.0    86.1   -30.58    0.44    1.47
  43.8    91.2   -32.66   -1.88    1.07
  45.1    90.1   -30.69   -1.43    1.20
  44.6    90.0   -30.78   -1.71    1.56
  44.7    81.7   -30.71    1.46    2.85
  44.6    84.9   -32.42    1.01    1.73
  44.6    87.4   -30.53   -0.08    1.32
  44.5    81.3   -29.85    1.29    3.12
  44.2    85.4   -32.80   -0.42    2.96
  44.2    88.7   -30.38   -2.60    3.21
  44.2    80.4   -29.95    2.53    2.40
  44.2    92.2   -32.05   -2.33    0.95
  44.2    84.8   -31.15    0.28    2.44
  44.3    82.8   -30.39    0.69    3.03
  44.0    94.1   -32.45   -3.25    0.78
  44.0    85.6   -32.34   -1.10    3.53
  44.2    84.4   -30.57    0.64    2.24
  43.9    86.5   -32.64   -1.25    3.20
  43.9    89.1   -31.47   -0.97    1.35
  43.8    94.9   -31.42   -2.06   -0.83
  43.6    81.7   -31.21    0.37    4.17
  43.5    87.0   -32.18   -1.38    3.05
  43.5    81.1   -30.67    0.30    4.51
  43.6    89.9   -33.44   -2.44    2.45
  43.5    88.0   -31.95   -1.33    2.40
  43.5    87.4   -32.65   -1.62    3.09
  43.4    94.0   -32.13   -1.89   -0.56
  43.0    86.1   -31.24   -1.96    4.19
  43.3    84.1   -30.45   -1.54    4.77
  43.3    82.8   -31.53    0.39    3.60
  43.2    89.3   -32.08   -1.68    2.02
  43.2    81.9   -32.15    0.33    4.30
  43.3    92.4   -32.51   -2.70    1.24
  43.1    88.5   -32.44   -1.48    2.31
  43.1    85.5   -32.19   -1.57    4.20
  43.5    83.5   -30.15    0.25    3.16
  42.8    89.6   -31.59   -1.95    2.17
  42.8    87.9   -32.23   -2.05    3.31
  42.7    80.7   -31.73    0.36    4.99
  42.8    84.4   -32.84   -1.59    4.99
  42.6    86.3   -33.19   -1.80    4.11
  43.0    81.9   -32.30    0.30    4.38
  42.7    83.7   -32.17   -1.33    5.08
  42.7    80.3   -31.55    0.39    5.16
  42.1    84.4   -32.27   -1.33    4.76
  42.2    88.2   -32.62   -2.22    3.39
  42.0    86.6   -32.89   -2.55    4.80
  42.1    81.6   -32.78    0.36    4.72
  42.0    83.0   -33.38   -0.99    5.42
  41.9    82.4   -32.69   -2.59    7.49
  41.7    79.7   -32.02   -1.71    8.13
  41.7    80.1   -32.55   -0.76    6.94
  41.6    89.1   -31.86   -2.52    3.21
  41.3    87.4   -31.75   -2.68    4.50
  40.9    77.9   -31.96   -3.42   11.40
  41.0    91.3   -32.39   -3.34    2.81
  41.1    83.2   -31.65   -3.88    8.53
  40.5    81.3   -32.21   -5.13   11.44
  40.5    75.4   -29.82   -0.30    8.95
  40.3    77.6   -31.99   -2.90   11.24
  40.0    79.4   -31.35   -4.56   12.02
  39.6    77.4   -31.68   -4.28   13.20
  39.6    76.0   -31.09   -3.58   13.09
  39.3    75.6   -33.25   -4.50   15.22
  39.3    88.2   -30.87   -3.40    5.13
  39.0    74.4   -26.01   -5.88   15.43
  39.0    88.9   -30.32   -3.31    4.61
  39.0    75.4   -32.60   -5.99   17.10
  38.9    74.8   -28.08   -6.19   16.32
  38.2    74.9   -28.61   -6.21   16.89
  38.4    76.7   -30.29   -6.17   16.16
  38.1    85.6   -30.49   -3.88    7.71
  37.9    80.3   -29.15   -5.16   12.63
  37.8    75.8   -29.65   -6.85   17.72
  37.6    86.2   -31.67   -4.41    8.23
  37.5    77.4   -29.75   -6.05   15.94
  37.4    75.4   -29.14   -6.78   17.98
  37.1    77.0   -29.93   -5.89   16.27
  37.1    84.5   -29.23   -3.93    8.65
  36.8    77.0   -29.78   -6.26   16.88
  36.8    79.9   -28.80   -5.24   13.43
  36.7    83.6   -29.64   -4.88   10.71
  37.4    77.8   -27.60   -5.97   15.05
  37.1    79.0   -30.27   -5.50   14.56
  36.4    80.0   -28.74   -5.45   13.82
  36.3    78.1   -28.38   -5.58   15.18
  43.1    93.7   -32.64   -2.25   -0.03
  47.0    89.9   -28.72   -0.90    0.73
  44.3    83.7   -30.95    1.04    2.24
  42.9    82.2   -31.89   -0.05    4.53
  34.7   101.6   -38.62   -6.83   -1.78
  36.3    98.1   -37.06   -6.85    1.90
  35.6   100.0   -37.48   -6.49   -0.38
  34.6    95.5   -48.00   -6.95    3.13
  34.9    98.2   -43.31   -7.29    1.25
  33.8    99.7   -44.86   -6.10   -2.55
  32.9    95.3   -53.32   -6.67    2.40
  31.9    99.2   -49.07   -4.42   -5.85
  31.2    97.2   -49.37   -3.13   -5.36
  29.9    95.6   -46.01   -4.10   -1.00
  29.7    98.0   -41.75   -2.21   -6.64
  34.2    92.4   -49.63   -6.68    6.53
  32.2    91.7   -48.25   -6.90    8.42
  31.9    94.1   -52.50   -5.96    3.26
  31.5    92.1   -49.70   -6.81    7.86
  30.5    91.1   -45.80   -8.45   12.57
  29.9    93.1   -46.85   -6.03    5.78
  32.0    91.1   -47.50   -7.16    9.74
  31.1    88.7   -44.02   -8.64   15.70
  30.1    90.6   -44.70   -8.61   13.77
  30.8    92.9   -49.43   -6.41    6.28
  28.2    88.6   -39.35   -9.33   18.88
  28.6    87.1   -38.25   -8.94   19.62
  28.4    92.4   -44.40   -7.92   10.90
  28.4    90.6   -42.09  -10.71   18.69
  28.0    91.9   -40.77   -8.53   13.18
  32.0    89.2   -44.42   -7.65   12.97
  31.9    86.4   -42.33   -7.27   15.67
  29.4    88.8   -41.38   -8.92   17.08
  29.3    87.1   -40.22   -8.22   17.97
  28.9    89.6   -41.61  -10.22   18.75
  29.0    85.4   -37.47   -8.21   19.89
  28.1    86.0   -39.38   -9.23   22.07
  27.7    89.2   -41.44  -11.69   23.05
  32.3    84.1   -37.80   -5.98   15.29
  32.4    81.2   -31.63   -5.42   15.80
  30.3    81.2   -35.54   -5.13   17.70
  30.4    82.8   -35.06   -6.64   18.45
  36.6    77.0   -29.94   -6.24   17.03
  33.6    79.9   -30.31   -4.48   14.39
  36.2    78.7   -28.33   -4.96   14.01
  36.0    79.2   -28.80   -4.91   13.84
  35.6    77.8   -28.56   -5.68   15.95
  35.6    79.5   -28.00   -4.72   13.39
  35.8    79.4   -29.11   -4.69   13.59
  35.2    79.5   -29.34   -4.22   13.23
  38.7    76.2   -31.44   -6.22   16.69
  31.9    79.1   -29.38   -5.27   16.98
  35.0    79.7   -29.26   -4.30   13.27
  33.2    79.8   -30.03   -4.54   14.71
  31.5    79.8   -29.95   -5.33   16.94
  34.9    79.9   -28.76   -4.30   13.06
  32.6    80.0   -30.54   -4.70   15.28
  31.7    80.3   -30.14   -5.27   16.36
  34.4    80.3   -28.41   -5.51   14.68
  33.8    80.3   -30.52   -4.62   14.24
  33.0    80.4   -30.62   -4.74   14.80
  31.0    80.4   -30.54   -5.68   17.53
  29.8    95.8   -47.17   -3.87   -1.89
  30.7    81.9   -34.16   -5.35   16.75
  34.2    82.2   -35.01   -5.21   14.34
  32.2    82.2   -33.73   -4.99   14.86
  31.5    82.2   -35.16   -5.80   16.91
  34.1    82.5   -35.04   -4.83   13.59
  35.0    82.8   -34.71   -5.00   13.07
  29.8    83.2   -35.42   -6.76   18.76
  32.4    83.3   -37.46   -5.71   15.57
  30.8    83.6   -36.54   -7.12   18.44
  31.7    83.7   -38.12   -5.75   15.76
  31.0    84.0   -37.71   -6.81   17.57
  33.2    84.0   -37.23   -5.52   14.09
  29.7    84.0   -34.96   -7.54   19.28
  35.3    83.8   -34.31   -6.29   13.83
  31.4    85.1   -38.59   -7.03   16.61
  32.0    85.3   -38.45   -6.96   15.89
  30.7    85.2   -39.25   -7.17   17.28
  29.4    85.6   -37.30   -7.82   18.62
  30.0    85.7   -38.37   -7.85   18.26
  28.7    86.4   -38.59   -8.88   20.32
  30.0    86.5   -41.01   -8.44   18.65
  31.2    87.2   -42.74   -7.63   15.76
  30.6    87.0   -41.90   -8.07   17.06
  35.5    84.8   -34.45   -5.61   11.98
  35.5    85.7   -33.60   -8.53   15.23
  31.6    87.4   -43.07   -7.56   15.19
  28.5    87.8   -41.37   -8.42   18.12
  29.4    88.2   -41.59   -9.10   18.18
  33.3    88.7   -43.19   -7.27   12.31
  30.6    88.6   -41.62   -8.02   15.01
  31.4    89.0   -44.06   -8.21   14.44
  31.4    90.1   -45.27   -8.12   12.91
  27.9    89.3   -42.48  -11.58   22.54
  28.3    89.6   -42.12  -11.11   20.88
  31.4    90.0   -44.59   -8.49   13.64
  30.5    90.1   -43.84   -8.01   13.18
  28.6    89.9   -43.32  -11.41   20.76
  28.9    90.1   -42.12  -10.19   18.02
  29.4    90.2   -42.94   -9.64   16.55
  29.3    90.3   -43.53   -9.60   16.42
  30.2    90.6   -43.80   -8.76   13.99
  32.0    90.8   -47.38   -7.10   10.04
  31.4    90.9   -47.27   -7.33   10.52
  30.9    91.7   -48.64   -8.17   10.96
  31.9    91.7   -49.66   -7.11    8.79
  31.2    91.8   -49.18   -7.47    9.51
  32.6    91.8   -48.82   -6.15    6.96
  29.0    91.9   -44.41   -8.38   12.16
  33.5    91.9   -47.40   -6.76    7.58
  32.9    91.9   -48.70   -6.48    7.27
  34.4    92.6   -48.97   -5.53    4.58
  34.5    92.7   -47.24   -6.79    6.40
  34.8    92.9   -46.93   -4.17    2.34
  31.8    92.8   -49.59   -6.98    7.07
  29.0    93.1   -45.39   -7.34    8.51
  35.6    94.1   -51.52   -3.57   -0.40
  30.6    93.2   -49.58   -6.66    6.29
  35.7    94.1   -42.40   -6.07    3.98
  33.4    94.5   -50.33   -5.99    2.83
  31.6    94.6   -52.40   -5.40    1.65
  35.9    94.8   -36.21   -5.73    3.48
  34.9    94.7   -51.44   -6.57    3.11
  35.7    95.2   -39.96   -6.99    4.42
  33.8    95.4   -49.72   -7.18    3.45
  30.8    95.8   -47.88   -3.70   -2.22
  29.7    96.1   -44.65   -2.71   -3.88
  31.5    96.4   -50.10   -3.47   -3.75
  35.7    96.4   -39.01   -7.18    3.65
  30.1    96.9   -45.14   -2.26   -5.76
  28.5    97.1   -41.55   -3.92   -2.59
  29.3    97.2   -42.19   -1.29   -7.43
  33.7    97.2   -47.89   -7.39    1.76
  34.0    97.5   -45.14   -6.84    1.08
  34.4    98.0   -47.56   -8.14    1.86
  35.5    98.0   -40.89   -7.61    2.36
  31.5    98.2   -51.09   -4.10   -5.54
  32.4    98.6   -46.88   -4.74   -3.91
  35.0    98.6   -42.52   -6.57   -0.03
  35.1    98.9   -42.53   -6.58   -0.34
  34.3    99.2   -44.69   -6.14   -1.82
  35.4    99.2   -37.87   -6.73    0.60
  32.7    99.7   -45.68   -4.47   -5.38
  34.5   100.3   -39.85   -6.16   -1.79
  31.3   101.2   -42.61   -4.27   -7.00
  31.9   102.1   -44.12   -4.53   -8.01
  31.4   102.5   -47.64   -4.45  -10.05
  31.6   102.8   -49.42   -3.92  -11.85
  30.0   104.7   -33.90   -5.26   -6.37
  32.8   104.3   -39.16   -6.30   -5.79
  33.2   105.3   -34.49   -5.38   -6.23
  33.1    98.3   -46.36   -4.64   -3.47
  31.9    98.6   -50.67   -3.89   -6.25
  29.0    97.4   -40.91   -1.51   -7.10
  30.0    97.5   -44.93   -1.87   -7.23
  30.6    97.1   -47.66   -2.47   -6.09
  31.4    97.8   -51.17   -3.64   -5.73
  34.0    92.4   -49.50   -5.96    5.51
  38.7   113.3   -32.45   -6.86   -8.36
  39.8   119.5   -30.11   -8.52   -9.10
  36.1   120.4   -30.63  -10.43   -9.15
  31.7   119.0   -33.32  -12.08   -9.31
  36.2   113.2   -33.03   -7.36   -8.75
  38.5   111.0   -32.63   -6.07   -7.78
  35.1   108.1   -33.08   -5.96   -6.80
  38.8   105.7   -32.73   -5.29   -4.88
  43.0   129.5   -36.65  -13.91  -13.67
  50.4   124.1   -27.73   -5.72   -9.09
  46.1   122.2   -29.66   -7.24   -9.48
  43.9   116.1   -30.19   -6.39   -8.01
  41.5   111.7   -30.74   -5.45   -7.31
  30.8   111.3   -32.83   -8.50   -6.99
  27.1   115.0   -33.79  -10.01  -10.51
  33.1   106.7   -34.10   -4.96   -7.99
  30.8   106.0   -33.34   -5.07   -7.51
  26.4   106.7   -32.29   -5.55   -8.31
  22.1   106.8   -32.61   -6.96   -7.22
  35.1   105.4   -35.26   -4.99   -6.70
  39.4    99.8   -31.99   -2.45   -3.89
  36.4    94.9   -35.57   -6.66    4.66
  38.8    93.4   -35.20   -4.30    2.54
  38.6    91.0   -36.15   -4.81    5.03
  33.3   103.9   -39.23   -7.10   -4.11
  30.5   101.5   -44.04   -1.46  -12.75
  28.8   103.5   -34.90   -4.53   -7.10
  27.4   101.5   -37.05    0.28  -15.10
  26.9   100.2   -32.90    2.71  -17.06
  22.7   101.1   -30.32   -1.70  -10.37
  30.0   100.3   -42.50   -0.41  -12.75
  25.0    98.5   -23.98    0.75   -9.54
  22.6    99.9   -26.57   -1.79   -7.14
  42.8    93.6   -32.54   -2.06   -0.16
  38.1    85.5   -30.22   -3.49    7.24
  33.0    97.0   -44.42   -4.39   -1.87
  29.4    96.9   -43.67   -1.41   -7.11
  35.1    93.1   -52.36   -6.10    4.41
  33.0    92.0   -47.53   -5.83    6.17
  31.9    87.8   -44.18   -7.54   14.56
  28.4    87.0   -38.70   -8.82   19.73
  35.5    79.6   -29.33   -4.15   12.91
  32.4    79.8   -30.19   -4.72   15.49
  27.9   120.8   -31.15  -12.87   -9.55
